,RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7497,7498,15645820,698,0,1,27,7,0.0,2,1,0,111471.55,0
7498,7499,15659031,630,0,0,36,8,126598.99,2,1,1,134407.93,0
7499,7500,15790113,609,1,0,71,6,113317.1,1,1,0,108258.22,1
7500,7501,15652289,694,0,1,47,4,0.0,2,1,0,197528.62,0
7501,7502,15605341,681,0,0,58,8,93173.88,1,1,1,139761.25,0
7502,7503,15697844,721,2,0,32,10,0.0,1,1,0,136119.96,1
7503,7504,15652048,563,1,1,44,7,105007.31,2,1,1,197812.16,0
7504,7505,15587038,654,2,0,32,2,0.0,1,1,1,51972.92,1
7505,7506,15660528,659,2,1,27,4,0.0,2,1,0,99341.87,0
7506,7507,15700300,674,1,0,44,4,131593.85,1,0,1,171345.02,1
7507,7508,15642001,576,1,1,44,9,119530.52,1,1,0,119056.68,1
7508,7509,15580366,566,1,1,54,4,118614.6,2,1,1,172601.62,0
7509,7510,15657228,545,1,1,37,9,95829.13,2,0,1,104936.88,0
7510,7511,15729377,798,0,1,36,1,0.0,2,1,1,159044.1,0
7511,7512,15686913,757,0,1,38,0,0.0,1,1,0,83263.06,0
7512,7513,15631267,641,0,1,50,6,153590.73,2,1,1,130910.78,0
7513,7514,15632275,718,0,1,29,2,0.0,1,1,0,126336.72,0
7514,7515,15715907,699,0,1,64,9,113109.52,1,1,0,27980.8,1
7515,7516,15764841,623,0,0,35,0,130557.24,1,1,1,47880.71,0
7516,7517,15748649,644,0,1,40,8,93183.19,1,1,0,73882.49,0
7517,7518,15771409,586,0,1,58,7,151933.63,1,1,0,162960.05,1
7518,7519,15779207,500,1,1,30,2,125495.64,2,1,1,68807.47,0
7519,7520,15814116,583,0,0,42,7,0.0,2,1,0,144039.05,0
7520,7521,15665087,595,1,0,26,8,118547.72,1,1,1,151192.18,0
7521,7522,15611189,670,2,1,43,1,97792.21,1,0,0,120225.62,0
7522,7523,15729718,610,0,1,41,6,0.0,3,0,0,56118.81,1
7523,7524,15733602,814,2,0,72,2,0.0,2,0,1,130853.03,0
7524,7525,15620103,660,0,0,40,8,167181.01,1,1,1,185156.94,0
7525,7526,15770406,580,1,1,35,9,121355.19,1,0,1,35671.45,0
7526,7527,15800554,850,0,0,81,1,0.0,2,1,1,59568.24,0
7527,7528,15611409,676,2,1,35,0,0.0,2,0,0,139911.58,0
7528,7529,15646535,578,0,1,46,5,113226.47,1,1,0,56770.76,0
7529,7530,15575430,579,0,0,33,1,118392.75,1,1,1,157564.75,0
7530,7531,15711299,711,1,0,52,8,145262.54,1,0,1,131473.31,0
7531,7532,15642063,692,0,1,40,6,163505.16,1,0,0,90424.09,0
7532,7533,15706602,760,2,0,33,1,118114.28,2,0,1,156660.21,0
7533,7534,15592773,630,1,0,51,0,108449.23,3,0,0,88372.69,1
7534,7535,15786539,808,0,1,32,1,0.0,2,1,1,46200.71,0
7535,7536,15737542,611,1,0,36,10,103294.56,1,1,0,160548.12,0
7536,7537,15590234,697,0,0,42,1,0.0,1,1,0,1262.83,1
7537,7538,15773776,655,0,0,38,6,0.0,1,1,1,188639.28,0
7538,7539,15728082,601,2,1,28,6,0.0,2,1,0,14665.28,0
7539,7540,15609987,755,0,1,42,2,119919.12,1,1,0,156868.21,0
7540,7541,15735330,553,0,1,37,1,0.0,1,1,0,30461.55,0
7541,7542,15649430,723,0,1,28,4,0.0,2,1,1,123885.88,0
7542,7543,15768777,507,2,0,34,4,0.0,2,1,1,60688.38,0
7543,7544,15777893,777,0,1,43,1,0.0,2,1,0,21785.91,0
7544,7545,15791326,566,0,1,34,3,0.0,1,0,0,188135.69,0
7545,7546,15615176,732,0,1,26,7,0.0,2,1,0,154364.66,0
7546,7547,15735221,697,0,0,42,10,0.0,2,1,0,61312.15,0
7547,7548,15617991,555,0,1,29,4,128744.04,1,1,1,47454.93,0
7548,7549,15658504,584,1,0,62,9,137727.34,2,0,1,121102.9,0
7549,7550,15785705,705,1,0,44,10,106731.58,1,1,0,137419.87,1
7550,7551,15801817,688,0,0,38,7,123544.21,1,1,1,157664.02,0
7551,7552,15752578,626,0,0,37,2,133968.96,2,1,0,148689.65,0
7552,7553,15781574,636,2,1,76,9,126534.6,1,1,1,39789.62,0
7553,7554,15792107,719,2,0,35,8,0.0,1,1,1,165162.4,0
7554,7555,15569917,706,2,1,30,6,87609.68,2,0,0,137674.55,1
7555,7556,15721504,731,2,1,41,3,0.0,2,1,0,101371.72,0
7556,7557,15757306,738,2,1,49,3,0.0,3,1,1,65066.48,1
7557,7558,15647295,426,0,1,34,9,0.0,2,1,0,107876.91,0
7558,7559,15642098,622,2,0,36,0,108960.0,2,1,0,111180.3,1
7559,7560,15696120,701,2,0,30,2,0.0,2,1,0,115650.63,0
7560,7561,15675176,512,0,1,51,6,144953.31,1,1,1,165035.17,0
7561,7562,15700046,635,0,1,41,4,103544.88,2,1,0,193746.55,0
7562,7563,15782089,685,0,1,33,6,0.0,1,1,0,58458.26,0
7563,7564,15706394,609,0,1,53,7,0.0,2,0,1,52332.85,0
7564,7565,15759387,598,1,1,38,1,101487.18,1,1,1,75959.1,1
7565,7566,15623369,708,0,1,52,10,105355.81,1,1,0,123.07,1
7566,7567,15732943,574,2,1,36,4,77967.5,1,1,0,167066.95,1
7567,7568,15750545,629,0,1,44,5,0.0,4,0,0,117572.59,1
7568,7569,15809909,422,2,0,54,4,0.0,2,1,1,7166.71,0
7569,7570,15642448,656,2,1,28,8,120047.77,1,1,1,137173.39,0
7570,7571,15791944,697,0,1,32,7,175464.85,3,1,0,116442.42,1
7571,7572,15768342,718,0,1,52,8,79475.3,3,1,1,32421.32,1
7572,7573,15567919,586,1,1,37,8,167735.69,2,0,1,104665.79,0
7573,7574,15674750,481,2,0,37,8,0.0,2,1,0,44215.86,0
7574,7575,15778345,749,0,0,33,1,74385.98,1,1,0,20164.47,0
7575,7576,15687634,561,1,1,49,5,94754.0,1,1,1,26691.31,0
7576,7577,15666096,676,2,1,27,4,0.0,1,0,1,107955.67,0
7577,7578,15581700,615,1,1,43,3,86920.86,1,1,1,150048.37,0
7578,7579,15656417,582,0,0,39,1,132077.48,2,1,0,192255.15,0
7579,7580,15649101,601,0,1,40,10,127847.86,1,0,0,173245.68,0
7580,7581,15781975,708,0,1,34,3,0.0,1,0,1,121457.88,1
7581,7582,15700511,708,1,1,42,9,176702.36,2,1,1,104804.74,0
7582,7583,15770255,797,1,0,33,10,83555.58,1,0,0,69767.14,0
7583,7584,15643574,682,0,1,26,8,0.0,2,1,0,178373.43,0
7584,7585,15595010,694,2,0,39,9,0.0,2,0,0,99924.04,0
7585,7586,15580579,490,0,0,40,1,0.0,1,1,1,49594.19,1
7586,7587,15748532,828,2,1,42,10,0.0,1,1,1,186071.14,0
7587,7588,15773789,594,2,0,38,7,96858.35,1,1,0,77511.45,0
7588,7589,15600027,579,2,1,33,1,0.0,2,1,1,54816.57,0
7589,7590,15620832,723,0,0,35,0,0.0,2,0,1,61290.99,0
7590,7591,15568819,619,1,0,42,8,132796.04,3,1,1,191821.35,1
7591,7592,15748691,794,2,0,30,1,154970.54,1,0,1,156768.45,0
7592,7593,15583552,674,1,1,44,3,88902.21,1,1,0,73731.32,0
7593,7594,15588019,418,0,1,28,7,98738.92,1,1,0,122190.22,0
7594,7595,15713250,502,0,1,33,8,0.0,2,1,1,123509.01,0
7595,7596,15569595,678,0,0,50,6,0.0,1,1,0,8199.5,0
7596,7597,15794868,599,1,1,40,10,137456.28,2,1,1,14113.11,0
7597,7598,15576680,736,0,1,29,4,0.0,2,0,0,51705.01,0
7598,7599,15613699,430,0,0,60,7,73937.02,1,1,0,161937.62,1
7599,7600,15609758,537,0,0,45,7,158621.04,1,1,0,120892.96,1
7600,7601,15762392,683,2,1,30,1,113257.2,1,1,1,65035.02,0
7601,7602,15693382,828,0,1,31,9,0.0,1,0,1,164257.37,0
7602,7603,15791769,691,0,0,29,9,116536.43,1,1,0,51987.99,0
7603,7604,15712483,608,2,0,28,4,0.0,2,1,0,10899.63,1
7604,7605,15636454,691,0,0,60,6,101070.69,1,1,0,177355.8,1
7605,7606,15710138,718,2,1,39,6,0.0,2,0,1,63889.1,0
7606,7607,15571571,680,1,0,31,3,127331.46,3,1,1,176433.6,0
7607,7608,15638751,838,2,0,41,5,0.0,2,1,0,81313.51,0
7608,7609,15598574,695,2,0,31,5,0.0,2,0,1,13998.88,0
7609,7610,15796787,681,0,1,46,0,105969.42,1,1,0,5771.56,0
7610,7611,15615670,762,0,1,36,5,119547.46,1,1,1,42693.65,0
7611,7612,15705506,751,2,1,38,7,0.0,2,0,0,90839.61,0
7612,7613,15599535,678,2,1,28,5,138668.18,1,1,1,54144.01,0
7613,7614,15768449,634,0,0,37,7,51582.5,2,1,1,184312.88,0
7614,7615,15725002,749,0,1,37,7,0.0,2,1,0,20306.79,0
7615,7616,15611682,590,2,1,37,6,169902.92,1,1,1,128256.18,0
7616,7617,15749964,610,0,0,27,4,87262.4,2,1,0,182720.07,0
7617,7618,15678779,502,0,1,33,7,0.0,2,0,1,4082.52,0
7618,7619,15752601,578,0,0,40,7,0.0,2,0,0,102233.73,0
7619,7620,15758477,547,0,0,32,2,0.0,2,1,0,132002.83,0
7620,7621,15629133,579,0,0,27,9,0.0,2,1,0,126838.7,0
7621,7622,15604963,661,0,1,39,5,0.0,2,0,0,181461.46,0
7622,7623,15796413,794,0,1,46,6,0.0,2,1,0,195325.74,0
7623,7624,15812470,719,0,1,61,5,0.0,2,0,1,29132.43,0
7624,7625,15587443,728,0,0,69,1,0.0,2,1,1,131804.86,0
7625,7626,15689692,598,1,1,19,3,150348.37,1,1,1,173784.04,0
7626,7627,15779586,822,1,0,46,3,115074.02,2,1,0,26249.86,0
7627,7628,15667588,670,2,0,40,3,0.0,1,1,1,182650.15,0
7628,7629,15624423,850,0,1,28,8,99986.98,1,1,0,196582.55,0
7629,7630,15591107,723,1,0,68,3,110357.0,1,0,0,141977.54,1
7630,7631,15748986,705,1,1,42,8,166685.92,2,1,1,55313.51,0
7631,7632,15793896,677,2,1,40,7,95312.8,1,1,1,62944.75,0
7632,7633,15620570,736,0,1,43,4,202443.47,1,1,0,72375.03,0
7633,7634,15727811,661,1,0,47,0,109493.62,1,0,0,188324.01,1
7634,7635,15707681,501,1,1,38,9,88977.39,2,0,1,133403.07,0
7635,7636,15702030,516,0,0,29,2,104982.57,1,1,0,157378.5,0
7636,7637,15673238,517,1,0,59,8,154110.99,2,1,0,101240.08,1
7637,7638,15604196,766,0,1,32,6,185714.28,1,1,1,102502.5,0
7638,7639,15769356,520,1,0,23,3,116022.53,2,1,1,37577.66,0
7639,7640,15665590,541,0,1,46,6,0.0,2,1,1,83456.67,0
7640,7641,15572361,790,1,0,34,2,164011.48,1,1,0,199420.41,0
7641,7642,15667460,797,0,1,31,9,0.0,2,1,1,24748.89,0
7642,7643,15654760,811,0,1,40,1,101514.89,1,1,1,121765.0,0
7643,7644,15632669,722,2,0,32,4,0.0,2,1,1,113666.48,0
7644,7645,15613673,675,0,1,28,9,0.0,1,1,0,134110.93,0
7645,7646,15698522,660,1,1,39,9,134599.33,2,1,0,183095.87,0
7646,7647,15741633,566,2,1,32,10,147511.26,1,1,1,159891.03,0
7647,7648,15674583,768,0,1,25,0,78396.08,1,1,1,8316.19,0
7648,7649,15665374,610,2,0,31,5,0.0,2,0,0,63736.36,0
7649,7650,15588854,715,0,0,31,3,110581.29,1,1,1,94715.24,0
7650,7651,15810716,750,1,1,42,8,151836.36,2,1,0,68695.38,0
7651,7652,15776921,431,1,1,45,5,83624.55,2,0,0,36899.62,0
7652,7653,15569394,704,0,1,24,2,148197.15,2,1,0,182775.08,0
7653,7654,15788215,535,2,0,30,5,122924.75,1,0,0,62390.59,1
7654,7655,15641007,614,0,0,38,4,72594.0,1,1,1,76042.48,0
7655,7656,15594651,748,0,1,38,4,115221.36,1,0,1,70956.75,0
7656,7657,15575146,492,1,1,51,8,117808.74,2,1,1,67311.12,0
7657,7658,15608916,573,0,1,40,7,147754.68,1,1,1,110454.46,0
7658,7659,15666297,706,2,0,53,3,0.0,3,0,0,88479.02,1
7659,7660,15598586,680,0,1,31,10,113292.17,1,1,1,122639.73,0
7660,7661,15665014,458,2,1,36,5,0.0,2,1,0,79723.78,0
7661,7662,15701738,612,1,1,44,2,115163.38,1,1,1,97677.52,1
7662,7663,15650591,809,1,1,50,10,118098.62,1,1,1,100720.02,1
7663,7664,15652667,590,0,1,39,9,0.0,2,1,1,104730.52,0
7664,7665,15679622,602,0,1,35,8,0.0,1,1,1,22499.29,0
7665,7666,15730150,540,2,1,37,0,120825.7,1,1,0,28257.89,0
7666,7667,15813192,494,0,1,25,6,0.0,2,0,1,109988.09,0
7667,7668,15606554,797,0,1,29,1,0.0,1,0,1,149991.32,0
7668,7669,15611794,526,1,1,61,6,133845.28,2,1,1,45180.8,0
7669,7670,15672357,631,2,1,38,7,0.0,2,1,0,181605.85,0
7670,7671,15711759,576,0,0,29,5,108541.04,1,1,1,126469.09,0
7671,7672,15615296,405,0,1,39,10,0.0,1,1,0,160810.85,1
7672,7673,15699294,555,0,1,30,1,0.0,2,0,0,88146.86,0
7673,7674,15788634,750,2,0,37,2,113817.06,1,0,0,88333.74,0
7674,7675,15660871,665,0,1,28,8,137300.23,1,1,0,90174.83,0
7675,7676,15618258,640,2,1,37,5,158024.38,1,1,0,81298.09,0
7676,7677,15722535,457,0,0,33,7,127837.54,1,0,1,60013.17,0
7677,7678,15711977,695,0,1,36,4,161533.0,1,1,0,100940.91,0
7678,7679,15690169,645,0,1,31,7,161171.7,2,1,0,12599.94,1
7679,7680,15790689,647,2,1,32,9,80958.36,1,1,1,128590.73,0
7680,7681,15665181,808,2,1,25,7,0.0,2,0,1,23180.37,0
7681,7682,15633608,641,0,1,33,2,146193.6,2,1,1,55796.83,1
7682,7683,15805261,700,2,1,29,8,0.0,2,0,1,152097.02,0
7683,7684,15740356,660,1,1,26,4,115021.76,1,0,1,162443.05,0
7684,7685,15808223,615,2,1,41,1,126773.43,1,1,1,55551.26,0
7685,7686,15769980,705,1,0,40,3,92889.91,1,1,1,109496.69,0
7686,7687,15675450,718,0,1,48,9,0.0,2,1,1,72105.63,0
7687,7688,15776494,754,0,1,61,5,146622.35,1,1,1,41815.22,1
7688,7689,15592412,713,1,1,45,4,131038.14,1,1,0,74005.04,1
7689,7690,15777452,587,0,0,46,6,88820.29,1,0,0,70224.34,0
7690,7691,15692258,569,2,1,31,1,115406.97,1,0,0,145528.22,0
7691,7692,15791045,568,0,0,38,3,132951.92,1,0,1,124486.28,0
7692,7693,15807889,634,1,1,74,5,108891.7,1,1,0,10078.02,0
7693,7694,15602043,770,1,0,46,5,141788.63,2,0,0,164967.21,0
7694,7695,15807335,676,2,0,64,4,116954.32,1,1,1,91149.48,0
7695,7696,15629985,723,1,0,47,10,90450.0,2,0,0,103379.31,1
7696,7697,15679453,614,1,0,39,8,125997.22,1,1,1,128049.34,1
7697,7698,15637315,601,2,0,41,3,0.0,2,1,0,54342.83,0
7698,7699,15691513,592,0,1,60,9,0.0,4,1,1,13614.01,1
7699,7700,15622289,605,2,0,36,9,0.0,2,0,1,35521.63,0
7700,7701,15715184,752,2,0,31,4,144637.86,2,1,0,40496.72,0
7701,7702,15702801,677,0,0,29,3,86616.35,1,0,0,91903.9,1
7702,7703,15719931,850,0,1,31,8,0.0,2,1,0,178667.7,0
7703,7704,15806081,608,1,0,48,2,127924.25,2,1,0,32202.61,0
7704,7705,15796336,786,2,0,34,9,0.0,2,1,0,117034.32,0
7705,7706,15647306,777,0,0,29,9,131240.61,1,1,1,163746.09,1
7706,7707,15742369,667,2,1,31,5,0.0,2,1,1,20346.69,0
7707,7708,15655859,848,2,1,35,5,120046.74,2,1,0,84710.65,0
7708,7709,15675650,486,0,0,39,8,97819.36,1,0,1,120531.31,0
7709,7710,15574119,598,2,0,64,1,62979.93,1,1,1,152273.57,0
7710,7711,15754168,506,0,0,40,3,0.0,1,1,1,144345.58,0
7711,7712,15763029,612,1,1,46,9,161450.03,1,1,1,96961.0,1
7712,7713,15765048,545,0,1,30,3,0.0,2,1,0,170307.43,0
7713,7714,15786215,793,0,1,56,8,119496.25,2,1,0,29880.99,0
7714,7715,15707559,682,0,0,30,9,0.0,2,1,1,195104.91,0
7715,7716,15582129,517,0,1,62,1,43772.66,3,1,0,187756.24,1
7716,7717,15687540,684,0,1,32,9,100249.41,2,0,1,67599.69,0
7717,7718,15787196,692,2,1,46,2,0.0,2,1,1,105983.09,0
7718,7719,15670898,740,0,0,60,5,108028.08,2,0,0,25980.42,1
7719,7720,15775433,666,1,1,71,1,53013.29,2,1,1,112222.64,0
7720,7721,15700693,693,0,1,68,2,0.0,2,1,1,59864.96,0
7721,7722,15677955,757,1,1,33,1,122088.67,1,1,0,42581.09,0
7722,7723,15570086,684,1,1,18,9,90544.0,1,0,1,4777.23,0
7723,7724,15794875,691,2,1,35,6,0.0,2,0,1,178038.17,0
7724,7725,15673591,842,0,1,44,3,141252.18,4,0,1,128521.16,1
7725,7726,15631756,482,0,0,35,5,147813.05,2,0,0,109029.72,0
7726,7727,15757617,735,0,1,55,6,134140.68,1,1,0,2267.88,0
7727,7728,15612729,681,0,0,63,7,0.0,2,1,1,55054.48,0
7728,7729,15637857,616,0,0,31,8,0.0,1,0,1,76456.17,0
7729,7730,15681007,850,0,0,35,2,128548.49,4,1,0,75478.95,1
7730,7731,15593622,635,0,1,43,10,122198.21,2,0,1,179144.54,0
7731,7732,15629273,638,1,1,42,8,145177.84,1,1,0,193471.74,1
7732,7733,15765846,820,2,0,31,2,94222.53,1,1,0,103570.8,0
7733,7734,15596013,694,1,0,58,1,143212.22,1,0,0,102628.56,1
7734,7735,15722473,713,0,1,41,3,0.0,2,1,0,55772.04,0
7735,7736,15774936,543,1,1,41,6,143350.41,1,1,1,192070.16,1
7736,7737,15685640,649,0,0,41,3,130931.83,1,1,1,144808.37,0
7737,7738,15566563,777,0,0,30,4,137851.31,1,1,0,5008.23,1
7738,7739,15768746,561,0,1,33,6,0.0,2,0,0,173680.39,0
7739,7740,15689952,724,2,1,41,5,0.0,1,0,1,115753.94,0
7740,7741,15725906,665,2,0,51,8,0.0,1,1,1,38928.48,1
7741,7742,15634501,441,0,1,60,1,140614.15,1,0,1,174381.23,0
7742,7743,15571940,579,2,1,22,3,118680.57,1,1,1,49829.8,0
7743,7744,15741643,777,1,1,35,7,122917.69,1,1,1,76169.68,0
7744,7745,15806822,739,0,0,36,0,0.0,2,0,0,133465.57,0
7745,7746,15701166,660,0,1,40,5,131754.11,2,1,1,38761.61,0
7746,7747,15718531,554,0,0,35,8,0.0,2,1,1,176779.46,0
7747,7748,15628308,850,0,0,24,6,0.0,2,1,1,13159.9,0
7748,7749,15585287,842,1,0,35,9,119948.09,1,1,0,48217.97,1
7749,7750,15781619,785,0,0,38,1,0.0,1,1,0,134964.85,1
7750,7751,15805162,550,0,1,25,0,0.0,2,1,1,184221.11,0
7751,7752,15588535,750,2,0,39,6,0.0,2,0,0,19264.33,0
7752,7753,15775307,490,2,0,38,3,97266.1,1,1,1,92797.23,0
7753,7754,15777616,605,1,1,28,10,113690.83,1,1,0,33114.24,0
7754,7755,15692291,563,2,0,42,6,99056.22,2,1,0,154347.95,1
7755,7756,15680843,675,0,1,34,8,0.0,2,1,1,184842.21,0
7756,7757,15606232,621,2,0,36,7,116338.68,1,1,1,155743.48,0
7757,7758,15641585,850,0,1,40,6,97339.99,1,0,1,88815.25,0
7758,7759,15684358,711,0,1,41,3,0.0,2,1,1,193747.57,0
7759,7760,15806389,549,1,0,55,1,137592.31,2,0,1,116548.02,1
7760,7761,15641860,764,1,1,34,6,108760.27,2,1,0,166324.79,1
7761,7762,15814237,627,1,1,30,3,128770.88,2,1,1,40199.01,0
7762,7763,15808780,850,0,0,34,2,0.0,2,0,0,51919.04,0
7763,7764,15767064,614,2,0,36,1,44054.84,1,1,1,73329.08,0
7764,7765,15751177,685,1,0,44,2,119657.53,1,1,0,145387.05,1
7765,7766,15613427,683,1,0,49,7,108797.63,2,0,0,140763.18,0
7766,7767,15647259,643,2,1,35,2,0.0,2,0,0,67979.35,0
7767,7768,15748660,561,1,0,49,1,102025.32,1,1,0,133051.64,1
7768,7769,15726695,601,2,0,20,9,122446.61,2,1,0,86791.9,0
7769,7770,15757473,766,0,0,27,7,158786.67,2,0,1,47579.25,0
7770,7771,15809509,699,0,1,29,3,125689.29,1,1,1,151623.71,0
7771,7772,15715512,850,1,1,29,1,154640.41,1,1,1,164039.51,0
7772,7773,15614168,792,1,0,50,4,146710.76,1,1,0,16528.4,1
7773,7774,15679818,636,1,1,67,7,136709.35,1,0,1,66753.1,1
7774,7775,15609928,850,1,1,43,5,129305.09,2,0,1,19244.58,0
7775,7776,15731246,628,2,1,40,10,0.0,2,1,0,103832.58,0
7776,7777,15685243,736,0,0,63,10,0.0,2,0,1,502.7,0
7777,7778,15638730,711,0,0,21,0,82844.33,2,0,1,1408.68,0
7778,7779,15697034,583,2,0,22,2,0.0,2,0,1,5985.36,0
7779,7780,15699225,757,0,1,46,0,0.0,2,1,0,37460.05,0
7780,7781,15677387,749,1,0,33,10,76692.22,1,0,1,30396.43,0
7781,7782,15759184,705,0,1,34,7,117715.84,1,1,0,2498.67,0
7782,7783,15595991,585,0,1,54,8,87105.32,1,1,1,55346.14,0
7783,7784,15681332,437,0,0,43,6,0.0,1,1,0,148330.97,1
7784,7785,15756299,741,0,0,64,2,69311.16,1,1,1,59237.72,0
7785,7786,15750547,738,0,1,26,9,0.0,2,1,1,48644.94,0
7786,7787,15566380,586,2,0,33,10,66948.67,2,1,1,140759.03,0
7787,7788,15675963,627,0,0,57,9,0.0,2,1,1,107712.42,0
7788,7789,15674671,551,2,1,76,2,128410.71,2,1,1,181718.73,0
7789,7790,15621466,606,1,1,38,3,99897.53,1,0,0,37054.65,0
7790,7791,15607176,674,0,1,22,3,0.0,1,1,1,173940.59,0
7791,7792,15570299,584,1,0,31,6,152622.34,1,1,0,99298.8,0
7792,7793,15613197,590,0,1,40,8,0.0,2,1,0,62933.03,0
7793,7794,15798885,585,0,1,56,4,138227.19,2,1,1,55287.84,0
7794,7795,15714883,508,0,0,25,2,111395.53,1,0,1,48197.06,0
7795,7796,15604497,458,1,1,44,7,84386.57,1,1,0,178642.73,0
7796,7797,15773949,692,0,0,36,3,0.0,2,1,1,8282.22,0
7797,7798,15774164,502,1,1,33,5,174673.65,2,1,0,33300.56,0
7798,7799,15774127,518,0,1,46,3,0.0,2,1,0,76515.79,0
7799,7800,15619016,660,1,1,46,5,109019.65,2,1,1,33680.56,0
7800,7801,15795759,698,1,0,52,1,107906.75,1,1,0,168886.39,1
7801,7802,15798844,678,0,1,54,7,128914.97,1,0,0,191746.23,1
7802,7803,15717962,773,2,1,63,9,111179.83,1,1,1,93091.02,0
7803,7804,15691504,619,1,0,52,8,124099.13,1,0,0,23904.52,0
7804,7805,15693893,684,1,1,59,9,122471.09,1,0,1,15807.07,0
7805,7806,15672499,635,0,1,34,3,134692.4,2,1,1,83773.02,0
7806,7807,15750410,680,0,0,25,4,123816.5,1,1,1,90162.35,0
7807,7808,15568904,608,1,1,34,3,106288.54,1,1,1,36639.25,0
7808,7809,15649033,603,1,0,55,7,127723.25,2,1,0,139469.11,1
7809,7810,15780989,579,2,1,43,2,145843.82,1,1,1,198402.37,1
7810,7811,15771059,756,1,0,34,2,148200.72,1,0,0,194584.48,0
7811,7812,15687852,611,0,1,30,2,104145.65,1,0,0,159629.64,0
7812,7813,15695280,532,1,1,24,8,142755.25,1,0,0,34231.48,0
7813,7814,15592751,684,1,0,63,3,81245.79,1,1,0,69643.31,1
7814,7815,15598338,647,1,0,33,3,168560.46,2,0,0,90270.16,0
7815,7816,15735784,583,0,1,38,8,0.0,1,1,0,47848.56,0
7816,7817,15629128,774,1,1,42,2,132193.94,2,1,1,162865.52,0
7817,7818,15642870,677,0,1,58,9,0.0,1,0,1,168650.4,0
7818,7819,15637977,542,1,1,25,8,139330.1,1,0,0,54372.37,0
7819,7820,15600792,613,2,1,29,0,0.0,2,0,1,133897.32,0
7820,7821,15576131,666,0,1,40,5,0.0,2,1,0,147878.05,0
7821,7822,15686588,777,0,0,28,2,134571.5,1,0,1,118313.38,0
7822,7823,15761018,581,1,1,50,2,143829.2,2,1,0,181224.24,1
7823,7824,15616029,705,0,1,32,7,0.0,2,1,0,7921.57,0
7824,7825,15761149,673,0,0,44,8,133444.97,1,0,1,5708.19,0
7825,7826,15802758,594,1,0,23,4,104753.84,2,1,0,56756.52,1
7826,7827,15647838,648,1,0,51,2,116574.84,1,1,0,4121.04,1
7827,7828,15735968,605,0,1,41,10,0.0,2,0,1,97213.09,0
7828,7829,15581286,734,0,0,40,9,176914.8,1,1,1,12799.23,0
7829,7830,15625445,572,0,0,36,8,68348.18,2,0,1,50400.32,0
7830,7831,15600173,595,0,0,33,9,0.0,2,1,1,41447.86,0
7831,7832,15635143,749,0,1,42,2,56726.83,2,0,1,185543.35,0
7832,7833,15664849,573,2,1,46,3,65269.23,1,0,1,189988.65,1
7833,7834,15762455,624,2,1,33,6,66220.17,1,0,1,170819.01,0
7834,7835,15797165,703,0,1,56,9,0.0,1,0,0,85547.33,1
7835,7836,15788189,665,0,0,41,8,96147.55,1,1,0,137037.97,0
7836,7837,15780492,648,0,1,42,4,0.0,2,1,0,19283.14,0
7837,7838,15678497,850,2,1,48,2,0.0,1,1,0,169425.3,1
7838,7839,15588560,569,1,0,32,8,145330.43,1,1,1,132038.65,0
7839,7840,15606003,566,0,0,21,3,0.0,2,1,1,3626.47,0
7840,7841,15611756,537,1,0,47,4,124192.28,2,1,1,50881.51,0
7841,7842,15789563,706,1,0,46,7,111288.18,1,1,1,149170.25,1
7842,7843,15702416,734,0,1,43,7,107805.67,1,0,0,182505.68,0
7843,7844,15766288,586,1,0,36,5,103700.69,1,1,0,194072.56,1
7844,7845,15667633,612,0,0,38,1,0.0,2,1,1,9209.21,0
7845,7846,15622774,648,0,1,34,0,0.0,1,1,1,167931.81,0
7846,7847,15755416,557,0,0,27,3,87739.08,1,1,1,123096.56,0
7847,7848,15769915,643,2,0,20,0,133313.34,1,1,1,3965.69,0
7848,7849,15643908,433,0,0,49,10,0.0,1,1,1,87711.61,0
7849,7850,15627395,643,1,1,41,7,154902.66,1,1,1,49667.28,0
7850,7851,15679663,488,0,0,36,0,0.0,2,1,0,136675.22,0
7851,7852,15651581,758,1,1,68,6,112595.85,1,1,0,35865.44,1
7852,7853,15596379,743,1,1,39,3,119695.75,1,0,1,26136.13,0
7853,7854,15746674,730,0,0,47,7,0.0,1,1,0,33373.26,1
7854,7855,15801256,746,2,1,49,7,0.0,2,0,1,10096.25,0
7855,7856,15663808,666,1,0,59,8,152614.51,2,1,1,188782.3,0
7856,7857,15598521,580,1,0,33,7,131647.01,2,0,0,79775.19,0
7857,7858,15621457,850,0,1,27,6,96654.72,2,0,0,152740.16,0
7858,7859,15764726,563,0,1,22,3,137583.04,1,0,1,5791.85,0
7859,7860,15646374,766,1,0,28,3,62717.84,2,1,1,13182.43,0
7860,7861,15716501,659,0,1,32,9,95377.13,1,0,1,187551.24,0
7861,7862,15589948,607,2,1,28,1,135936.1,2,1,1,110560.14,0
7862,7863,15811343,644,1,1,35,5,161591.11,3,1,1,63795.62,0
7863,7864,15659677,746,0,1,47,8,142382.03,1,1,1,62086.62,0
7864,7865,15594436,588,2,1,33,2,0.0,2,1,1,12483.56,0
7865,7866,15748995,691,2,1,30,9,0.0,2,0,1,10963.04,0
7866,7867,15677062,666,0,0,38,6,127043.09,1,1,1,8247.0,0
